item_id,abstract,artifacts,intersection,lowpoly,noisy,open,partial,scale,set,simple,quality
028fc10c-947b-4e8e-ad1e-8fe21793c351,0,0,0,0,1,0,0,0,0,0,0
028fc505-558d-4b19-9966-bb492fd0252a,0,0,0,0,1,0,0,0,0,0,0
0290f239-5ae9-42df-8ca3-8667e519a6c4,0,0,0,0,1,0,0,0,0,0,0
02953967-b031-4aac-8984-b7885377e499,0,1,0,0,0,0,0,0,0,0,0
02a16eb9-8cc1-4973-a0c6-e88eaf2a17f2,0,0,0,0,0,0,0,0,1,0,0
02af5750-52bb-4330-9288-c4fc00faf667,0,0,0,0,1,0,0,0,0,0,0
02beca9d-b4be-4ad7-838a-3e6add5050ef,1,0,0,0,0,0,0,0,0,0,0
02cc1b3d-eb08-43e2-acd3-9de78930c078,0,0,0,0,0,0,0,0,0,1,0
02d5d9bc-63b8-4a24-a959-a5a39eb110af,0,0,0,0,0,0,0,0,1,0,0
02dc776b-201d-4244-9be8-bd2db8840caa,0,0,0,0,1,0,0,0,0,0,0
02df5d2d-90b5-45e9-8d02-b18be654a036,1,0,0,0,0,0,0,0,0,0,0
02e25a19-6d18-4e32-a710-2ff1a8724fb1,0,0,0,1,0,0,0,0,0,0,0
02e56c83-1823-4a45-b005-5a08dccb0a6b,0,0,0,0,1,0,0,0,0,0,0
02e5eaa3-8f73-4564-9999-6a4c41682d05,0,0,0,0,0,1,0,0,0,0,0
02eb93af-ea71-4785-bcac-ee1ded3a640a,0,0,0,0,0,0,0,0,0,1,0
02edc95e-9931-4bd0-bb42-200c7a53f477,0,0,0,0,0,0,0,0,0,1,0
0316764d-43f6-44cd-b945-68a86b7b0d76,0,0,0,0,1,0,0,0,0,0,0
031c5b36-c0aa-4f7c-8dc5-dd343e0dea88,1,0,0,0,0,0,0,0,0,0,0
0328f5ac-e47e-47a9-b259-74be00da7901,0,0,0,0,0,0,0,0,0,0,1
03353393-a2cf-4961-b59c-e61e445360b6,0,0,0,1,0,0,0,0,0,0,0
0358aa49-dd8d-4a82-9f47-9aa333d3a7fd,0,0,0,0,0,1,0,0,0,1,0
0362db56-6155-4dc0-b541-4dc8b476518e,0,0,0,1,0,0,0,0,0,0,0
037063ac-326d-402f-82a2-562670364363,0,0,0,1,0,0,0,0,0,0,0
03779ef5-df04-49b3-91b4-d4b593ca674a,0,0,0,1,0,0,0,0,0,0,0
03785158-8c49-4c43-8dcd-657fec5dfc36,0,0,0,0,1,0,0,0,0,0,0
037aa509-cd32-4f15-95a4-86301ba669cb,0,0,0,0,0,0,0,0,0,1,0
037dc047-d569-4469-999b-cea4f90b1df4,0,0,0,1,0,0,0,0,0,0,0
038adbf3-85ad-4c04-b82f-78847434f8c3,0,0,0,0,0,0,0,0,1,0,0
038b3b96-16b1-485f-bdce-ed9b68280735,0,0,0,1,0,0,0,0,0,1,0
038bfa7d-7659-41f6-a01e-c540dd571106,0,0,0,0,0,0,0,0,0,0,1
039c86af-e72d-48fd-b977-dd3f3a1dc744,1,0,0,0,0,0,0,0,0,0,0
03a00707-3b1c-4f38-b196-a7f2fabefab6,0,0,0,0,0,0,0,0,1,0,0
03a8c270-7ec1-41e9-ae52-bd86fcdb1249,0,0,0,0,1,0,0,0,0,0,0
03adee08-3eb0-4a7a-b709-7a29b83f9aa7,0,0,0,0,0,0,0,0,0,1,0
03b4f314-6c46-4bf4-ac3d-8d199a79bb71,0,0,0,1,0,0,0,0,0,0,0
03bd0c50-86e5-48ed-add0-732cd4c1229d,0,0,0,0,0,0,0,0,0,1,0
03c2adbd-e19d-4a98-a8d4-a1e98fce504f,0,0,0,0,0,0,0,0,0,1,0
03d04cd4-342b-401c-8abf-c5cb949bb6ce,0,1,1,0,0,0,0,1,0,0,0
03d3525f-1f9e-4fd2-83a2-56a086f86e19,0,0,0,0,1,0,0,0,0,0,0
03dc4ed3-b6c8-405a-9223-cee16d8411cf,0,1,0,1,0,0,0,0,0,0,0
03dc6137-981b-4ed6-9479-5eb9476bc435,0,0,0,0,0,0,0,0,0,0,1
03ed98af-9073-4ca5-a033-78c59df25e0e,0,0,0,0,0,0,0,0,0,1,0
040f4842-d6ca-4672-b24c-0df54aaf94bd,0,0,0,0,0,0,0,0,1,0,0
041919ba-7f05-40dc-85e8-34c6d910d0a5,0,0,0,0,0,1,0,0,0,0,0
041a2569-c9da-4cd0-99d9-d693260154b2,0,0,0,0,0,0,0,0,0,0,1
041a332f-fa1a-4eec-8881-a0aa0abf4757,1,0,0,0,0,1,0,0,1,1,0
04202323-1e31-4b0b-9f35-e84570fc0e7e,1,0,0,0,0,0,0,0,0,0,0
0429fc8f-405f-4fa7-bf35-d86807146672,0,0,0,0,0,0,0,0,0,1,0
044e4d74-7c63-470a-b6c1-f6932787cd16,0,0,0,0,1,0,0,0,0,0,0
0463f4f3-dd81-465a-93de-c3868c3b9d3c,1,0,1,1,0,0,0,0,0,0,0
0466296e-700c-42f5-be94-b3b1ff0d3cc3,0,0,0,0,0,0,0,0,0,0,1
046742b4-0493-4505-87e0-0f82f9860195,0,1,0,0,1,0,0,0,0,0,0
047fb465-e1fd-4432-bc36-faf665b6f4dc,0,0,0,1,0,0,0,0,0,0,0
0482e9ee-25aa-4221-80c0-bde14d395dc5,0,0,0,0,0,0,0,0,1,0,0
0492772d-2269-4b8a-a93c-36e4cfe5bae3,0,0,0,0,0,0,0,0,0,0,1
04951837-ffbe-423c-bd7a-5a01c09de5f3,0,0,0,0,0,0,0,0,0,1,0
04995455-a4d6-43ac-a942-339902609601,1,1,0,0,0,1,0,0,0,0,0
049bd00c-3fd7-454a-a23c-a0880b477a0b,1,0,0,0,0,0,0,0,0,0,0
049d897e-82f3-445a-a45f-97f2b18e2d9f,0,1,0,0,0,0,0,0,0,0,0
049e2579-bd19-4232-b268-735b52fef19f,0,0,0,0,0,0,0,0,0,0,1
04a566af-04c4-400a-ae44-9c76e731d82e,0,0,0,1,0,0,1,0,1,0,0
04b6dc9b-14ea-43a0-ba3b-8f6565078dcd,1,0,0,0,0,0,0,0,0,0,0
04c01ffe-390f-4b89-b285-42d826b9803e,0,0,0,0,0,0,0,0,0,1,0
04c5047b-24ed-4683-8458-30279d209c93,0,0,0,0,0,0,0,0,0,1,0
04c82447-7b9f-4010-85ee-5638800ffcf0,0,0,0,0,1,0,0,0,0,0,0
04ca4e49-84bd-4e9a-b2ff-250556f80ff6,0,0,0,1,0,0,0,0,0,0,0
04d2ef23-6d5a-46de-8974-e7f6a35b4403,1,0,0,0,0,0,0,0,0,0,0
04de9a1d-12d2-4061-8bed-14cd40f7cb6a,0,0,0,0,1,0,0,0,0,0,0
04defb74-bdeb-4916-9d3d-af0cebd5db4a,0,0,0,0,1,0,0,0,0,0,0
04eaa108-05d8-41bf-bffd-d23c82b93084,0,0,0,0,0,0,0,0,0,0,1
04fd1fd6-f1e9-47fb-a098-5932ab219f0e,1,0,0,0,0,0,0,0,1,0,0
0503074b-8727-4ab5-a7d3-5d7ca278f5f1,0,0,0,0,1,0,0,0,0,0,0
050a33fa-4e7a-4d5e-96d4-237e129b8d30,0,0,0,0,1,0,0,0,0,0,0
050b3fa4-abc0-4170-ae7f-4882cd9e3f2a,0,0,0,0,0,0,0,0,0,1,0
0512363a-b1d9-4743-a239-2fd8c01b59c1,0,1,0,0,0,0,0,0,0,0,0
051f9f95-16af-4875-9826-105176464ebb,0,0,0,0,0,0,0,0,0,0,1
052e1cbd-d061-4eb3-88e5-e2148b677d76,0,0,0,0,0,0,0,0,1,0,0
052fbb1c-99ea-4120-a1c8-c0b2d873e913,0,0,0,0,0,0,0,1,0,0,0
0534b50b-a6d4-4f66-86e6-b7897c17755e,0,0,0,0,0,0,0,1,0,0,0
053681de-44f3-4d39-988d-5b6c2e3946ad,0,0,0,0,0,0,0,0,0,0,1
053c69ed-b1ae-46ab-92aa-8ba941aa6bef,0,0,0,0,0,0,0,0,0,1,0
053e54ea-7c33-46d4-ad24-ee2fb6a8e7bd,0,0,0,0,0,0,0,0,0,0,1
05406c12-5963-497f-90dd-f431177fb0b3,0,0,0,0,1,0,0,0,0,0,0
05419eb2-d8c6-4236-8d58-788991f5c997,0,0,0,0,0,0,0,0,0,1,0
0542f185-2cd0-4b78-9223-9910918edc76,1,0,0,0,0,0,0,0,0,0,0
05433e0a-3082-4489-9c4f-462733e7f405,0,0,0,0,0,0,0,0,0,0,1
0547b46e-6f8c-4c72-adc8-8594c3bfc3b1,0,0,0,0,0,0,0,0,0,0,1
05514ca3-c233-4722-b060-1233ab5fa48f,0,0,0,0,1,0,0,0,0,0,0
056efee0-4f54-467d-acb7-fc5fc9ef5c2e,0,0,0,0,0,0,0,0,1,0,0
05704971-3f05-49ba-94d6-a0af32513bd9,1,0,0,0,0,0,0,0,0,1,0
0571eb22-c1b5-4c9e-90c6-ac42a7a222ba,0,0,0,1,0,0,0,0,0,0,0
05797f76-59df-4bc0-bd0b-7f7138822a08,0,0,0,0,1,0,0,0,0,0,0
058a0004-65e1-4c36-9051-bcb658ffdf27,0,0,0,0,1,0,0,0,0,0,0
058c735d-6e01-466e-ba5f-750b0dbf4091,0,0,0,0,1,0,0,0,0,0,0
059c771d-79ad-470f-84d1-4aea22ceea54,0,0,0,1,0,0,0,0,0,0,0
05b06276-054e-447f-b88a-0ee7966dbef5,0,0,0,1,0,0,0,0,0,0,0
05b772dc-6dfa-4f0d-a0f4-bc5baf027a0d,0,0,0,0,0,0,0,0,1,0,0
05beb22d-fa5b-49c5-bc15-7fbf01e79b66,0,0,0,0,0,0,0,0,1,0,0
05c2a73d-1d3a-4455-aceb-a0ab7309d7e5,0,0,0,0,0,0,0,0,1,0,0
05cda9ff-8c97-4b11-97aa-387fcfb1f61b,0,0,0,0,0,0,0,0,0,0,1
05cfecfe-a1fa-4c46-8780-54b406018c15,0,0,0,0,0,0,0,0,0,0,1
05e0d3bf-4f9a-4bb7-970a-5042a53f309a,0,0,0,0,0,0,0,0,0,0,1
05e9fa7e-b021-4920-ad58-b696e397ac58,0,0,0,0,1,0,0,0,0,0,0
05eac92e-9963-446f-8df8-5f6bba49cdab,0,0,0,0,0,0,0,0,1,1,0
05ec30f6-01bd-43f5-a699-ff296b739996,0,0,0,0,0,0,0,0,1,0,0
05f8f0b3-4883-414f-a002-2b77d41885e8,0,0,0,0,0,0,0,0,0,0,1
05ff717c-4744-47c5-b46d-1f4ea8f452b5,0,0,0,0,0,0,0,0,0,1,0
06056613-470a-49fe-99af-469a422afc73,0,0,0,0,0,1,0,0,0,0,0
060814ef-21b4-4edd-9f15-a0cb6b0754be,0,0,0,0,0,1,0,0,0,0,0
0609fbcd-10cb-4d1f-8bf6-b01e8e1644b6,0,0,0,1,0,0,0,0,0,0,0
0629512f-57ec-42bf-ab37-b7e6495e337e,0,0,0,0,0,0,0,0,0,1,0
062ea5e9-2ef9-417a-af25-7fb888da7e65,0,0,0,0,1,0,0,0,0,0,0
063999ea-6b89-495e-aa3a-fb22116fb22a,0,0,0,0,0,0,0,0,0,0,1
0639f733-378a-489b-9000-575586e9e9ab,0,0,0,0,0,0,0,0,0,1,0
063d4a74-badf-4435-b89c-9880e94cb833,0,0,0,0,0,0,0,0,1,0,0
064464af-002d-4fcd-a9d0-2b417f89cffc,0,0,0,0,0,1,1,0,0,1,0
06520911-0888-4c2d-ac62-eead59dd5535,0,0,0,0,1,0,0,0,0,0,0
0654bf16-51ac-4be7-ac1b-6bf66613e120,0,0,0,1,0,0,0,0,0,0,0
06814f15-d2d7-4859-b708-80239be8cf2f,1,0,0,0,0,0,0,0,0,0,0
068a102a-1fd5-48bc-82ab-aaf6e582519d,0,0,0,0,0,0,0,0,0,1,0
0696c57e-cdf0-4af9-9b5d-32a51a148181,0,0,0,1,0,0,0,0,0,0,0
06994353-a5d1-4e57-b5a1-86b23da8b717,0,0,0,0,0,0,0,0,0,0,1
06a1f3cf-2270-4106-a35d-864c8c120f00,0,0,0,0,1,0,0,0,0,0,0
06abbd55-fee8-4e12-b63d-352004a3a5c5,0,0,0,0,1,0,0,0,0,0,0
06adfe53-96dd-47aa-a7c2-7ae0d344ecf6,0,0,0,0,1,0,0,0,0,0,0
06ae3eef-f187-43d1-bcd0-650f1247ef6e,0,0,0,0,1,0,0,0,0,0,0
06b0988a-a860-4d72-80b6-3a80b2968aa8,0,0,0,0,1,0,0,0,0,0,0
06b3df63-a0da-4911-aa4a-13e822e2d205,0,0,0,0,0,0,0,0,0,1,0
06b5d46e-4dac-4629-8afe-b61c1023825a,0,0,0,0,1,0,0,0,0,0,0
06b6568c-3652-462a-b64c-2c3628cd33e1,0,0,0,0,0,0,0,0,0,0,1
06b65a92-656d-4348-84e0-b8c7921c308c,0,0,0,0,0,0,0,0,0,0,1
06b8daed-72bd-465d-aa44-0aa34ed5f351,1,0,0,0,0,0,0,0,0,0,0
06e8a61a-713d-4872-9757-149b4c335052,0,0,0,0,1,0,0,0,0,0,0
06f1e5a3-e986-4644-8f80-9ac7933bf5d8,0,0,0,0,0,0,0,0,1,0,0
06f86fa7-945a-4133-9998-70e093c90e20,1,0,0,0,0,0,0,0,0,0,0
06f9cd53-93ee-4221-a1f1-4a5b11234d5f,1,0,0,0,0,0,0,0,0,0,0
07077603-ef3c-47a5-a1df-7b16c4896b1f,0,0,0,0,0,0,0,0,0,1,0
0719a9cd-45f7-439f-ac3f-d66294c27d98,1,0,0,0,0,0,0,0,0,0,0
072cc0da-35e3-4b64-a625-9c0e54e75c8a,0,0,0,1,0,0,0,0,1,0,0
0731dbf3-5c56-47cc-964f-1af394d7a1b8,0,0,0,0,0,0,0,0,0,0,1
074468f9-54cb-4f47-99b1-79f214024544,0,0,0,0,0,0,0,0,1,0,0
07494198-8dda-4113-ab7f-d8c57cb7d262,0,0,0,0,0,0,0,0,0,0,1
0763f63b-5ebe-4bab-b9a5-ed758e242ab1,0,0,0,0,0,0,0,0,0,0,1
0767dd3b-8310-41b3-95e7-10ea9186c1bd,1,0,0,0,0,0,0,0,0,0,0
0772422c-2f62-4ef6-86c1-6e9c42943e91,0,0,0,1,0,0,0,0,0,0,0
07776ffc-7681-4b50-8928-e924bcbdaf2a,0,0,0,0,0,0,0,0,0,0,1
07803918-193c-448f-9df0-569501223289,0,1,0,1,0,1,0,0,0,1,0
07866ae4-7a01-4705-b494-0337dc11ff64,0,0,0,1,0,0,0,0,0,0,0
079a24eb-a15c-4446-a625-a57d7b93f1a0,0,0,0,1,0,0,0,0,0,0,0
07c1e5b3-5854-4dd3-add4-8fd77b90bed7,0,0,0,0,0,1,0,0,0,1,0
07c36c90-c4cd-404d-b604-d7bf4ee223f1,0,0,0,0,1,0,0,0,0,0,0
07c9a898-0da7-45d0-9ac7-25c325caf937,0,0,0,1,0,0,0,0,0,0,0
07d10896-d82c-4d28-a1ea-46c32e8a9406,0,0,0,0,1,0,0,0,0,0,0
07d9af46-aba0-49fe-8079-b30de8610758,0,0,0,0,1,0,0,0,0,0,0
07e02692-8258-4be6-86c5-8bbc525e0f94,0,0,0,0,0,0,0,0,0,1,0
07e04253-2eaf-42c6-b2b1-6868f8c2828c,0,0,0,1,0,0,0,0,0,0,0
07e28be5-ccfb-43aa-aa31-73ddfe2b3771,0,0,0,0,0,0,0,0,0,1,0
07f1c6db-5e1b-4ed1-a135-17005736576e,0,0,0,0,0,0,0,0,0,0,1
07fd52c7-695a-4c14-ad9c-fbbde13db795,0,0,0,0,1,0,0,0,0,0,0
080bad3e-4c2e-47cb-b503-04e108eb7cf3,0,0,0,0,0,0,0,0,0,0,1
081bb96f-d0ed-4371-8ad4-a8a64ff1fd6a,0,0,0,0,0,0,0,0,0,1,0
081cb8df-ac1c-4136-a7d9-59fd0d2ea08f,0,0,0,1,0,0,0,0,0,0,0
081fa1b7-2ca9-4552-91e8-2c4f3ecf854c,0,0,0,0,0,0,0,0,0,1,0
08354473-d157-426d-9331-387f19710a11,0,0,0,0,1,0,0,0,0,0,0
083efc4d-b6ed-4afa-a48d-198fa207daf8,0,0,0,0,0,1,0,0,0,0,0
08415b5b-9f66-4124-946e-f25ee3235012,0,0,0,1,0,0,0,0,0,0,0
0842a846-478c-43d3-8bd2-553ffb6ed101,1,0,0,0,0,0,0,0,0,0,0
084d04c1-754c-43eb-bb40-c0ee9c8ba049,0,0,0,0,1,0,0,0,0,0,0
08579580-6654-4311-ad26-4cb58e714afa,0,0,0,0,0,0,0,0,0,1,0
085b24e5-b996-48b7-9718-382690baa916,0,0,0,0,1,0,0,0,0,0,0
085d63ac-7bd5-45a6-b931-7cd33107a5d2,0,0,0,0,0,0,0,0,1,0,0
085f7dbd-2c2c-4898-9fc9-22f084ea0c4e,0,0,0,0,0,0,0,0,0,1,0
0866797e-7279-4322-85cf-a041c43fb63f,0,0,0,0,0,0,0,0,0,1,0
08689b73-17bd-4ccd-bf36-6a9a905d3a94,0,0,0,0,0,0,0,0,0,0,1
087189b2-29b8-4393-a79d-be49d359ef2e,0,0,0,0,0,0,0,0,0,0,1
0875d9f9-da22-42f6-b72e-35d5082d144d,0,0,0,0,1,0,0,0,0,0,0
08803030-4b01-43b9-be10-f8804c9e3dd6,0,0,0,0,0,0,0,0,0,1,0
088076d9-720e-4451-8cdd-fe6ea0db96ec,1,0,0,0,0,0,0,0,0,0,0
0887b284-1511-48fb-9780-497eb2e2457e,0,0,0,0,0,0,0,0,0,1,0
088afa0e-3897-4c5f-acfb-1bac0e452955,0,0,0,0,0,0,0,0,0,0,1
088c01dc-69c4-4b79-9a7c-7c46a28a7601,0,0,0,0,1,0,0,0,0,0,0
088cc7ea-6b6b-47e3-9e2b-049c42958c0f,0,0,0,0,1,0,0,0,0,0,0
08943580-cae9-4ef7-b1ba-2bd6a371971e,0,0,0,0,1,0,0,0,0,0,0
089a42de-8482-4154-ad13-fb4338a600ac,0,0,0,0,0,0,0,0,0,0,1
08a1bc1d-9d2c-41d8-8fa2-bff67ddeb6af,0,0,0,0,0,0,0,0,0,1,0
08b42478-feb4-4859-8042-659f28542797,1,0,0,1,0,0,0,0,0,0,0
08b58c9d-01e9-4a58-95a7-e06d07dd62f9,0,0,0,0,0,0,0,0,0,1,0
